"topic_id","post_number","author","html_message","timestamp"
149,10,"9c58ff3bc2ecdd09","<blockquote data-quote=""129882302537"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 06:45</span>Posted by 
  <a href=""12989589232?page=1#1"">6fdc9afebf164151</a> 
 </div>I COULDNT EVEN FINISH MY DAILY HERB AND MINING TOURS TODAY! 
</blockquote> 
<br /> 
<br />Yeah same, logged in, looked at those flowers, and was like &quot;naah i shall pass&quot; 
<br /> 
<br />And Followers table was to far away too, so yeah, i haven't been that lazy since i dunno ever ?","2014-12-07 08:06:00"
149,11,"17c6d6136ab3d95c","<html>
  <head>
    
  </head>
  <body>
    Being hard and challenging is ok. Being tedious and grindy is not ok. In 
    vanilla, reputations were a nightmare to get to exalted. Look at 
    Shen'dralar reputation. Look at Hydraxian Waterlords reputation. Look at 
    the famous Brood of Nozdormu reputation grind before actual AQ opening. 
    Killing thousands and thousands of same mobs just to get to exalted is not 
    fun to most people. Why? Because it feels like a chore. It's the same 
    routine without any options. Is it hard? No. Is it grindy? Yes.
  </body>
</html>
","2014-12-07 08:07:00"
149,12,"a6b4056e7f0fac55","<html>
  <head>
    
  </head>
  <body>
    <blockquote data-quote=""129882203457"" class=""quote-public"">
      <div>
        <span class=""bml-quote-date"">07/12/2014 08:07</span>Posted by <a href=""12989589232?page=1#12"">17c6d6136ab3d95c</a>
      </div>
      Is it hard? No. Is it grindy? Yes.
    </blockquote>
    <br>
    <br>
    The hard part is the thinking process, shall i do it or not, and if u do, 
    shall i give up or go on....<br><br>So yea there is some hard aspects 
    about it.<br><br>If u think i enjoyed killing each mob towards any rep at 
    all u do missunderstand me,<br>but to finally reach a longterm goal, is 
    amazing. beside why not add a few hard nightmareish rep factions, for 
    those of us who like to reach such goals... if u don't like it just stay 
    away?<br><br>Like pet battle i never do it, yet i don't complain about 
    that either.
  </body>
</html>
","2014-12-07 08:16:00"
149,13,"e7accb4220315df0","Then quit, seriously, the only thing WoD is missing is the huge amount of dailies, a few dailies would be nice but MoP was ridiculous.","2014-12-07 08:19:00"
149,14,"2d165465644b525e","<blockquote data-quote=""129885402230"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 08:19</span>Posted by 
  <a href=""12989589232?page=1#14"">e7accb4220315df0</a> 
 </div>Then quit, seriously, the only thing WoD is missing is the huge amount of dailies, a few dailies would be nice but MoP was ridiculous. 
</blockquote> 
<br /> 
<br />&quot;The only thing&quot;? WoD added Garrisons and &quot;hiden&quot; chests... Nothing else. 
<br />Many players that played WoW for years are disappointed and they have good reasons to be. 
<br />How is it wrong to tell Blizzard about it? 
<br />Blizzard have stepped up and fixed things befor. A few angry players and they might do so again.","2014-12-07 08:39:00"
149,15,"d64647ac756ee45a","Ashran needs more spots or a way to help other server Ashran's. It's no fun to sit in qeueu the whole day till midnight.","2014-12-07 08:45:00"
149,16,"e7accb4220315df0","<blockquote data-quote=""129885402235"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 08:39</span>Posted by 
  <a href=""12989589232?page=1#15"">2d165465644b525e</a> 
 </div> 
 <blockquote data-quote=""129885402230"" class=""quote-public""> 
  <div> 
   <span class=""bml-quote-date"">07/12/2014 08:19</span>Posted by 
   <a href=""12989589232?page=1#14"">e7accb4220315df0</a> 
  </div>Then quit, seriously, the only thing WoD is missing is the huge amount of dailies, a few dailies would be nice but MoP was ridiculous. 
 </blockquote> 
 <br /> 
 <br />&quot;The only thing&quot;? WoD added Garrisons and &quot;hiden&quot; chests... Nothing else. 
 <br />Many players that played WoW for years are disappointed and they have good reasons to be. 
 <br />How is it wrong to tell Blizzard about it? 
 <br />Blizzard have stepped up and fixed things befor. A few angry players and they might do so again. 
</blockquote> 
<br /> 
<br />I didn't claim they added much, i'm saying they didn't remove much, people no life a game and then whine when there's not enough to do (Especially if they haven't even tried out a raid like the OP looking at his status) 
<br /> 
<br />The OP literally says the Gaming trashes reply is 'Go play something else then' like that is somehow invalid advice, if you have nothing to do on one game it makes sense to go do something else. 
<br /> 
<br />There is as much content to do in WoD as any other launch (Yeah, not much i know) 
<br /> 
<br />He mentions his girlfriend who has no-lifed (pretty much what he said) since WOTLK suddenly say there's nothing to do, well duh, if you no lifed for the past year you would have exausted any old content farming that you would have needed and literally only have the new content, which is lacking(as is all &quot;current&quot; content on launch)","2014-12-07 08:45:00"
149,17,"8dab49be58b87603","I love how people told me how awesome garrisons is. I thought i could build my own black temple harem with undead females. Yeah thanks alot, this is the main thing of this expansion yet ten year old games are lightyears ahead of it.","2014-12-07 08:49:00"
149,18,"f050e849ea9aef69","Sometimes I just ask myself...What if Blizzard simply added the garrison in a patch and skipped all the WoD stuff as a whole expansion, it would surely get as interesting as it is now. An expansion gone waste is all I can say to describe WoD. 
<br /> 
<br />I mean sure I was doing dailies and stuff in BC, WOTLK, CATA, MOP...But in none of them I lied there on ground dying out of boredom in my garrison waiting for queues. In other expansion there were people around me I could toy with. Waiting all alone is something I cant stand for. 
<br /> 
<br />I think I will be actually skipping this one 'till the next expansion if it goes like this for another month.","2014-12-07 09:12:00"
149,19,"e7accb4220315df0","<blockquote data-quote=""129886302349"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 09:12</span>Posted by 
  <a href=""12989589232?page=1#19"">f050e849ea9aef69</a> 
 </div>Sometimes I just ask myself...What if Blizzard simply added the garrison in a patch and skipped all the WoD stuff as a whole expansion, it would surely get as interesting as it is now. An expansion gone waste is all I can say to describe WoD. 
 <br /> 
 <br />I mean sure I was doing dailies and stuff in BC, WOTLK, CATA, MOP...But in none of them I lied there on ground dying out of boredom in my garrison waiting for queues. In other expansion there were people around me I could toy with. Waiting all alone is something I cant stand for. 
</blockquote> 
<br /> 
<br />Sorry but stormshield/warspear is full of people on pretty much every server, please stop pretending that this expansion somehow took away anything other than the 50 or so dailies MoP brought to the table.","2014-12-07 09:16:00"
149,20,"1bcbbf2e92ae680e","The game misses the feeling of journey. From my early days of playing, like any game, you have to feel you are going somewhere. Otherwise it will feel like work, or worse a prison. There needs to be a citidal and grand final resting place to take on the big bad villian. And there needed to be a place that was epic where we could meet and show off our spoils. 
<br /> 
<br />My happiest days were spent battling all day and then returning to Stormwind to train. I may then craft an outfit having spent all week fighting mobs for cloth. And then I would strut about in Stormwind and felt proud. Even at the lower levels when we were attacked by the Horde we would all do our bit. It felt like I was on this epic journey. Once I got off the boat at Theramore and I saw these two Night Elf characters on white cats and my jaw dropped. That was what the game was about. 
<br /> 
<br />Sadly these guys lost the true development team at Cata. Not sure what the fall out was. I am thinking they decided to focus on other things. It is so sad, so so sad. The game that I loved and treasured had all the real questing content stripped out at Cata... and what was replaced was junk. And the stuiff since has been just gimmicks, phasing, cross realm etc. Illusions of content rather than real content. It is real content that keeps players in game. 
<br /> 
<br />So maybe the journey, that epic journey.... dare I say that Lord of the Rings journey is missing. The fellowship of friends, the impossible challenges and the sense of achievement. Real achievement, not false achievement. Time was it was difficult getting to Level 20 even.... Never mind.","2014-12-07 09:18:00"
149,21,"f050e849ea9aef69","<blockquote data-quote=""129885402275"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 09:16</span>Posted by 
  <a href=""12989589232?page=1#20"">e7accb4220315df0</a> 
 </div> 
 <blockquote data-quote=""129886302349"" class=""quote-public""> 
  <div> 
   <span class=""bml-quote-date"">07/12/2014 09:12</span>Posted by 
   <a href=""12989589232?page=1#19"">f050e849ea9aef69</a> 
  </div>Sometimes I just ask myself...What if Blizzard simply added the garrison in a patch and skipped all the WoD stuff as a whole expansion, it would surely get as interesting as it is now. An expansion gone waste is all I can say to describe WoD. 
  <br /> 
  <br />I mean sure I was doing dailies and stuff in BC, WOTLK, CATA, MOP...But in none of them I lied there on ground dying out of boredom in my garrison waiting for queues. In other expansion there were people around me I could toy with. Waiting all alone is something I cant stand for. 
 </blockquote> 
 <br /> 
 <br />Sorry but stormshield/warspear is full of people on pretty much every server, please stop pretending that this expansion somehow took away anything other than the 50 or so dailies MoP brought to the table. 
</blockquote> 
<br /> 
<br />Every server? I play on Ravencrest plus Sunstrider, one locked and other is medium pop servers...and all I see everyday is 1 or 2 afk people sitting on flight paths in there. 
<br /> 
<br />Are you getting paid for this whining or something? Because you are the only one seems to be enjoying this torture.","2014-12-07 09:20:00"
149,22,"6d432353be0883ff","<blockquote data-quote=""129879002589"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 08:49</span>Posted by 
  <a href=""12989589232?page=1#18"">8dab49be58b87603</a> 
 </div>I love how people told me how awesome garrisons is. I thought i could build my own black temple harem with undead females. Yeah thanks alot, this is the main thing of this expansion yet ten year old games are lightyears ahead of it. 
</blockquote> 
<br /> 
<br />Some nights, I can almost hear those mining nodes and herbs calling for me while sleeping, reaching my mind bending the rules of reality, begging me to pick them up from that sad, dark, lonely place they call 
<em>Garrison</em>. They scream in agony and boredom. I dont know how long I can last...I must pick them...I must...gather... 
<br /> 
<br />No fu***k that mate, I wasted enough time picking herbs and mines. Like it wasnt hard enough to ruin every aspect of fun, now they are locking us in cells called Garrison. Hopefully in next expansion we will we able to send companions to Heroic and Raids in our spot so they can bring us the loot while we stay idle in Garrison. 
<br /> 
<br />To tell the truth, I find myself logging into game for pure trade chat lately. What the f****k?","2014-12-07 09:24:00"
149,23,"2d165465644b525e","<blockquote data-quote=""129881603018"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 09:18</span>Posted by 
  <a href=""12989589232?page=2#21"">1bcbbf2e92ae680e</a> 
 </div>The game misses the feeling of journey. From my early days of playing, like any game, you have to feel you are going somewhere. Otherwise it will feel like work, or worse a prison. There needs to be a citidal and grand final resting place to take on the big bad villian. And there needed to be a place that was epic where we could meet and show off our spoils. 
 <br /> 
 <br />My happiest days were spent battling all day and then returning to Stormwind to train. I may then craft an outfit having spent all week fighting mobs for cloth. And then I would strut about in Stormwind and felt proud. Even at the lower levels when we were attacked by the Horde we would all do our bit. It felt like I was on this epic journey. Once I got off the boat at Theramore and I saw these two Night Elf characters on white cats and my jaw dropped. That was what the game was about. 
 <br /> 
 <br />Sadly these guys lost the true development team at Cata. Not sure what the fall out was. I am thinking they decided to focus on other things. It is so sad, so so sad. The game that I loved and treasured had all the real questing content stripped out at Cata... and what was replaced was junk. And the stuiff since has been just gimmicks, phasing, cross realm etc. Illusions of content rather than real content. It is real content that keeps players in game. 
 <br /> 
 <br />So maybe the journey, that epic journey.... dare I say that Lord of the Rings journey is missing. The fellowship of friends, the impossible challenges and the sense of achievement. Real achievement, not false achievement. Time was it was difficult getting to Level 20 even.... Never mind. 
</blockquote> 
<br /> 
<br />+1 This is spot on!","2014-12-07 09:40:00"
149,24,"2d165465644b525e","<blockquote data-quote=""129885402275"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 09:16</span>Posted by 
  <a href=""12989589232?page=1#20"">e7accb4220315df0</a> 
 </div> 
 <blockquote data-quote=""129886302349"" class=""quote-public""> 
  <div> 
   <span class=""bml-quote-date"">07/12/2014 09:12</span>Posted by 
   <a href=""12989589232?page=1#19"">f050e849ea9aef69</a> 
  </div>Sometimes I just ask myself...What if Blizzard simply added the garrison in a patch and skipped all the WoD stuff as a whole expansion, it would surely get as interesting as it is now. An expansion gone waste is all I can say to describe WoD. 
  <br /> 
  <br />I mean sure I was doing dailies and stuff in BC, WOTLK, CATA, MOP...But in none of them I lied there on ground dying out of boredom in my garrison waiting for queues. In other expansion there were people around me I could toy with. Waiting all alone is something I cant stand for. 
 </blockquote> 
 <br /> 
 <br />Sorry but stormshield/warspear is full of people on pretty much every server, please stop pretending that this expansion somehow took away anything other than the 50 or so dailies MoP brought to the table. 
</blockquote> 
<br /> 
<br />How is this possible? My server is supposed to be one of the larger but outside of the dailie zones it's just dead... And thats, what, 3 weeks after launch? 
<br />I look at my guild at 9/10 sit afk in their garrisons doing nothing. 
<br />WoD took away much more than 50 dailies I'm afraid. You might not see it yet but I'm sure you will in time.","2014-12-07 09:48:00"
149,25,"e7accb4220315df0","<blockquote> 
 <blockquote>
   &lt;span class=&quot;truncated&quot;&gt;...&lt;/span&gt; 
  <br /> 
  <br />Sorry but stormshield/warspear is full of people on pretty much every server, please stop pretending that this expansion somehow took away anything other than the 50 or so dailies MoP brought to the table. 
 </blockquote> 
 <br /> 
 <br />Every server? I play on Ravencrest plus Sunstrider, one locked and other is medium pop servers...and all I see everyday is 1 or 2 afk people sitting on flight paths in there. 
 <br /> 
 <br />Are you getting paid for this whining or something? Because you are the only one seems to be enjoying this torture. 
</blockquote> 
<br /> 
<br />Ravencrest Alliance: 50+ people online in storm shield 
<br /> 
<br />I assume if you play here you're horde, who make up like 5% of the population. 
<br /> 
<br />Sunstrider horde: 50+ players in warspear 
<br />Sunstrider alliance: 42 players in stormshield. 
<br /> 
<br />So much for the 2 afk by flightpaths. 
<br /> 
<br />I'm not here arguing that there's plenty of new content, i'm here saying that this is normal and has happened during each expansion, eventually all you have to do is raids at max level.","2014-12-07 09:53:00"
149,26,"5eef3dee93a99627","<blockquote data-quote=""129881603018"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 09:18</span>Posted by 
  <a href=""12989589232?page=2#21"">1bcbbf2e92ae680e</a> 
 </div>The game misses the feeling of journey. From my early days of playing, like any game, you have to feel you are going somewhere. Otherwise it will feel like work, or worse a prison. There needs to be a citidal and grand final resting place to take on the big bad villian. And there needed to be a place that was epic where we could meet and show off our spoils. 
 <br /> 
 <br />My happiest days were spent battling all day and then returning to Stormwind to train. I may then craft an outfit having spent all week fighting mobs for cloth. And then I would strut about in Stormwind and felt proud. Even at the lower levels when we were attacked by the Horde we would all do our bit. It felt like I was on this epic journey. Once I got off the boat at Theramore and I saw these two Night Elf characters on white cats and my jaw dropped. That was what the game was about. 
 <br /> 
 <br />Sadly these guys lost the true development team at Cata. Not sure what the fall out was. I am thinking they decided to focus on other things. It is so sad, so so sad. The game that I loved and treasured had all the real questing content stripped out at Cata... and what was replaced was junk. And the stuiff since has been just gimmicks, phasing, cross realm etc. Illusions of content rather than real content. It is real content that keeps players in game. 
 <br /> 
 <br />So maybe the journey, that epic journey.... dare I say that Lord of the Rings journey is missing. The fellowship of friends, the impossible challenges and the sense of achievement. Real achievement, not false achievement. Time was it was difficult getting to Level 20 even.... Never mind. 
</blockquote> 
<br /> 
<br />Agreed 100%, always been someone who just gets on with what we are given, but WoW these days is just a shell of what it once was. 
<br /> 
<br />When I started way back, I looked upon this character as someone who I had grown with, taking them from being a young and inexperienced orc to where he is now, I looked upon him as an extension of me in a fantasy world, a world where I could escape to after a long day in work. 
<br /> 
<br />These day's there is no journey of exploration, no journey of bettering the character, it's just as if he is part of a team with my other character's. 
<br /> 
<br />Part of this problem in my opinion is that there is far too much BoA stuff now, each character doesn't feel independent. WoW has changed so much since I started in 2006, back then it was an adventure, now it feels like a watered down game to play for a few hours here and there. 
<br /> 
<br />I am trying to think back to when MoP was released, I can't believe that I am now sitting at max level on 3 characters with WoD only 3 weeks into the release. Even with MoP there seemed more to do, more to explore, more to actually get on with. This just seems very.....empty?","2014-12-07 09:54:00"
149,27,"03daf944b562e6a4","Subscriptions about to run out and I won't be resubscribing. 
<br />Leveled 3 characters to 100, and the questing was great fun, but there is absolutely nothing to do at the end game after heroic 630 gear, and the garrison has made the game less social then ever. 
<br /> 
<br />Cities are barren, nearly every class has useless specs. 
<br />WoD started out great, but ended up being a massive disappointment. 
<br /> 
<br />Few days ago i ran WoTLK raids and dungeons for Transmogs, maybe nostalgia is jading my view, but i miss those days, we got lots of convenience since then, but a whole lot less soul.","2014-12-07 09:55:00"
149,28,"865ecc0a2502d7eb","Can't exactly say I am overwhelmed by things to do at level 100. But luckily I am a raging alt-o-holic, so plenty to keep me playing. 
<br /> 
<br />I am not bothered about what they took away, none of what they took away added to longevity of the content. It is just what they didn't end up adding. 
<br /> 
<br />I miss old style professions to a degree. I miss when players relied on other players for profession materials rather than just getting a garrison providing it all for them.","2014-12-07 09:57:00"
149,29,"e7accb4220315df0","<blockquote data-quote=""129880802991"" class=""quote-public""> 
 <div> 
  <span class=""bml-quote-date"">07/12/2014 09:48</span>Posted by 
  <a href=""12989589232?page=2#26"">2d165465644b525e</a> 
 </div> 
 <blockquote data-quote=""129885402275"" class=""quote-public""> 
  <div> 
   <span class=""bml-quote-date"">07/12/2014 09:16</span>Posted by 
   <a href=""12989589232?page=1#20"">e7accb4220315df0</a> 
  </div> 
  <span class=""truncated"">...</span> 
  <br /> 
  <br />Sorry but stormshield/warspear is full of people on pretty much every server, please stop pretending that this expansion somehow took away anything other than the 50 or so dailies MoP brought to the table. 
 </blockquote> 
 <br /> 
 <br />How is this possible? My server is supposed to be one of the larger but outside of the dailie zones it's just dead... And thats, what, 3 weeks after launch? 
 <br />I look at my guild at 9/10 sit afk in their garrisons doing nothing. 
 <br />WoD took away much more than 50 dailies I'm afraid. You might not see it yet but I'm sure you will in time. 
</blockquote> 
<br /> 
<br />How about you give examples of what it took away from MoP?","2014-12-07 10:01:00"
149,30,"323931bb8f1b26d1","My raid no longer require my special class because they can get the same buff from another one. They no longer require anything I can craft. They no longer require my presence because they are too busy going afk in Garrisons before guild completely collapsing. This is not making game &quot;easier&quot;, its turning game into a mess of an unplayable borefest. Whats so bad of having or searching for a Warlock to get specific debuff? Whats so bad about Warrior giving us a buff that no one else can so we can praise him for his job, acknowledge his usefulness and require his services further? What so bad about having a bunch of useful gadgets that can literally save the group and create miracles? 
<br /> 
<br />What is so hard about sociliazing? People were asking you for the Vanilla WoW style socializing instead you put them into single cell prisons. They miss gathering at large cities and making events. Even the small PNG bug turned into a small, harmless fun event and you managed to ban people for 1 day just for using it. 
<br /> 
<br />I am definitely not renewing my sub next time for something that was once a beautiful addiction. Nowadays its just forced boredom. Anything expect leveling was a terrible, terrible backstep with this expansion. It makes Cata look pure gold.","2014-12-07 10:06:00"
